,User_Id,Place_Id,Place_Ratings,user,place
142,5,368,3,4,122
143,5,433,4,4,123
144,5,301,2,4,116
145,5,420,3,4,124
146,5,335,3,4,125
147,5,115,3,4,126
148,6,433,4,5,123
149,6,334,2,5,127
150,6,348,2,5,86
151,6,219,2,5,128
152,6,178,3,5,129
153,6,266,3,5,130
154,6,92,2,5,131
155,6,64,5,5,132
156,6,102,4,5,133
157,6,166,5,5,51
158,6,257,2,5,134
159,6,243,5,5,135
160,6,346,5,5,120
161,6,116,5,5,136
162,6,359,2,5,137
163,6,121,4,5,138
164,6,385,4,5,139
165,6,398,5,5,140
166,6,64,5,5,132
167,6,88,5,5,88
168,6,119,2,5,141
169,6,393,2,5,9
170,6,4,4,5,89
171,6,298,3,5,142
172,6,410,2,5,143
173,6,224,5,5,144
174,6,379,4,5,145
175,6,382,2,5,71
176,7,255,5,6,146
177,7,269,3,6,147
178,7,213,3,6,148
179,7,228,3,6,77
180,7,126,5,6,149
181,7,192,5,6,150
182,7,376,4,6,82
183,7,183,5,6,151
184,7,129,4,6,152
185,7,303,4,6,153
186,7,296,3,6,154
187,7,213,3,6,148
188,7,237,5,6,78
189,7,99,4,6,155
190,7,88,4,6,88
191,7,148,3,6,156
192,7,13,2,6,157
193,7,377,5,6,90
194,7,183,4,6,151
195,7,247,4,6,158
196,7,31,3,6,159
197,7,298,4,6,142
198,7,290,4,6,98
199,7,385,5,6,139
200,7,77,5,6,160
201,7,107,2,6,37
202,7,77,3,6,160
203,8,158,5,7,161
204,8,301,3,7,116
205,8,290,2,7,98
206,8,322,5,7,31
207,8,306,4,7,162
208,8,98,5,7,163
209,8,235,4,7,164
210,8,45,2,7,165
211,8,173,3,7,166
212,8,306,2,7,162
213,8,393,5,7,9
214,8,395,5,7,105
215,8,89,3,7,12
216,8,433,4,7,123
217,8,143,5,7,117
218,8,275,3,7,167
219,8,25,5,7,168
220,8,98,2,7,163
221,8,130,3,7,169
222,8,223,5,7,55
223,8,368,2,7,122
224,8,164,5,7,170
225,8,267,4,7,171
226,8,202,3,7,60
227,8,56,2,7,172
228,8,30,3,7,173
229,8,238,3,7,174
230,8,294,4,7,99
231,9,402,3,8,175
232,9,196,4,8,176
233,9,406,4,8,95
234,9,55,4,8,108
235,9,30,3,8,173
236,9,246,5,8,22
237,9,402,3,8,175
238,9,30,2,8,173
239,9,310,4,8,58
240,9,417,4,8,177
241,9,304,4,8,178
242,9,206,3,8,179
243,9,211,3,8,180
244,9,28,5,8,181
245,9,264,3,8,182
246,9,242,3,8,84
247,9,403,3,8,183
248,9,253,4,8,184
249,9,265,4,8,23
250,9,331,4,8,185
251,9,188,4,8,186
252,9,54,3,8,64
253,9,420,5,8,124
254,9,416,4,8,187
255,9,378,5,8,188
256,9,233,4,8,189
257,9,95,5,8,190
258,9,105,2,8,42
259,9,233,5,8,189
260,9,204,2,8,191
261,9,225,5,8,192
262,9,204,2,8,191
263,9,341,5,8,193
264,10,145,3,9,194
265,10,36,4,9,195
266,10,168,5,9,196
267,10,12,2,9,197
268,10,134,5,9,76
269,10,280,4,9,198
270,10,236,4,9,199
271,10,95,5,9,190
272,10,344,3,9,1
273,10,18,5,9,52
274,10,42,3,9,200
275,10,90,5,9,201
276,10,280,5,9,198
277,10,75,4,9,202
278,10,63,5,9,203
279,10,205,5,9,204
280,10,268,3,9,83
281,10,234,3,9,205
282,10,284,3,9,206
283,10,405,3,9,13
284,10,230,4,9,207
285,10,197,3,9,208
286,10,339,3,9,209
287,10,159,2,9,113
288,10,77,2,9,160
289,10,23,2,9,32
290,10,67,5,9,16
291,10,35,4,9,210
292,11,229,2,10,97
293,11,226,2,10,211
294,11,310,3,10,58
295,11,430,3,10,212
296,11,107,3,10,37
297,11,37,5,10,213
298,11,322,5,10,31
299,11,109,2,10,214
300,11,341,4,10,193
301,11,206,2,10,179
302,11,97,4,10,102
303,11,41,3,10,14
304,11,355,4,10,215
305,11,82,2,10,85
306,11,376,4,10,82
307,11,406,4,10,95
308,11,186,4,10,216
309,11,88,3,10,88
310,11,378,2,10,188
311,11,151,5,10,111
312,11,149,2,10,217
313,11,6,5,10,218
314,11,150,2,10,219
315,11,11,3,10,220
316,11,127,3,10,221
317,11,6,2,10,218
318,11,5,5,10,2
319,11,236,2,10,199
320,12,429,3,11,222
321,12,194,3,11,223
322,12,27,2,11,118
323,12,236,3,11,199
324,12,49,5,11,224
325,12,369,5,11,225
326,12,94,5,11,226
327,12,226,4,11,211
328,12,274,4,11,227
329,12,72,5,11,228
330,12,183,5,11,151
331,12,265,4,11,23
332,12,301,5,11,116
333,12,46,4,11,229
334,12,65,2,11,230
335,12,203,5,11,231
336,12,379,4,11,145
337,12,139,4,11,232
338,12,5,5,11,2
339,12,141,2,11,233
340,12,312,5,11,5
341,12,154,5,11,8
342,12,71,5,11,234
343,12,302,3,11,27
344,12,75,5,11,202
345,12,30,5,11,173
346,12,52,3,11,235
347,12,27,3,11,118
348,12,102,5,11,133
349,12,128,2,11,75
350,12,293,5,11,236
351,12,82,4,11,85
352,12,402,3,11,175
353,12,98,2,11,163
354,13,398,2,12,140
355,13,65,2,12,230
356,13,398,2,12,140
357,13,371,5,12,34
358,13,422,4,12,237
359,13,214,5,12,238
360,13,20,2,12,7
361,13,114,5,12,239
362,13,229,2,12,97
363,13,56,5,12,172
364,13,265,4,12,23
365,13,129,4,12,152
366,13,75,5,12,202
367,13,296,2,12,154
368,13,191,2,12,240
369,13,156,3,12,241
370,13,177,2,12,242
371,13,437,5,12,41
372,13,406,2,12,95
373,13,290,2,12,98
374,13,163,4,12,243
375,13,242,3,12,84
376,13,178,2,12,129
377,13,142,5,12,244
378,13,245,4,12,245
379,14,67,5,13,16
380,14,325,3,13,246
381,14,422,4,13,237
382,14,88,2,13,88
383,14,118,4,13,63
384,14,344,2,13,1
385,14,227,4,13,67
386,14,259,5,13,247
387,14,376,5,13,82
388,14,368,3,13,122
389,14,396,2,13,248
390,14,167,3,13,46
391,14,11,2,13,220
392,14,230,5,13,207
393,14,54,2,13,64
394,14,304,3,13,178
395,14,249,5,13,69
396,14,96,2,13,249
397,14,50,2,13,81
398,14,8,4,13,250
399,14,233,3,13,189
400,14,362,2,13,251
401,14,173,5,13,166
402,14,435,5,13,252
403,14,167,4,13,46
404,14,294,2,13,99
405,14,59,3,13,253
406,14,274,4,13,227
407,14,186,4,13,216
408,14,91,5,13,92
409,14,328,5,13,25
410,14,371,4,13,34
411,14,171,3,13,254
412,15,298,3,14,142
413,15,277,3,14,255
414,15,90,5,14,201
415,15,342,5,14,256
416,15,435,3,14,252
417,15,348,2,14,86
418,15,23,5,14,32
419,15,365,5,14,257
420,15,340,3,14,258
421,15,260,5,14,259
422,15,369,4,14,225
423,15,187,4,14,260
424,15,74,3,14,101
425,15,297,4,14,261
426,15,21,2,14,24
427,15,95,3,14,190
428,15,367,5,14,50
429,15,207,4,14,262
430,15,284,2,14,206
431,15,321,2,14,53
432,15,248,2,14,263
433,15,153,5,14,264
434,15,248,4,14,263
435,15,355,5,14,215
436,15,27,3,14,118
437,15,239,3,14,265
438,15,434,2,14,109
439,15,9,4,14,110
440,15,360,3,14,266
441,15,275,2,14,167
442,15,142,2,14,244
443,15,119,4,14,141
444,15,219,2,14,128
445,15,417,3,14,177
446,15,170,3,14,267
447,15,357,3,14,268
448,16,264,2,15,182
449,16,68,2,15,107
450,16,292,2,15,17
451,16,89,3,15,12
452,16,203,4,15,231
453,16,73,2,15,269
454,16,201,3,15,270
455,16,252,2,15,271
456,16,434,3,15,109
457,16,275,4,15,167
458,16,150,4,15,219
459,16,414,5,15,272
460,16,67,4,15,16
461,16,385,2,15,139
462,16,359,5,15,137
463,16,266,4,15,130
464,16,30,4,15,173
465,16,390,2,15,49
466,16,322,5,15,31
467,16,413,4,15,39
468,16,121,3,15,138
469,16,237,4,15,78
470,16,384,4,15,47
471,16,132,5,15,273
472,16,26,2,15,274
473,16,347,3,15,275
474,16,121,4,15,138
475,16,167,3,15,46
476,16,270,5,15,276
477,17,16,4,16,277
478,17,339,2,16,209
479,17,406,5,16,95
480,17,267,5,16,171
481,17,384,5,16,47
482,17,371,4,16,34
483,17,19,2,16,278
484,17,318,5,16,279
485,17,104,4,16,73
486,17,37,2,16,213
487,17,256,4,16,280
488,17,11,3,16,220
489,17,134,4,16,76
490,17,181,2,16,281
491,17,236,3,16,199
492,17,98,5,16,163
493,17,199,3,16,282
494,17,410,4,16,143
495,17,33,5,16,66
496,17,237,3,16,78
497,17,265,4,16,23
498,17,78,4,16,35
499,17,154,5,16,8
500,17,173,5,16,166
501,17,414,4,16,272
502,17,288,4,16,283
503,17,330,3,16,284
504,17,3,2,16,285
505,17,47,4,16,286
506,17,2,3,16,30
507,17,145,3,16,194
508,17,27,4,16,118
509,17,32,2,16,287
510,17,70,2,16,65
511,17,308,2,16,288
512,17,210,4,16,289
513,17,92,3,16,131
514,17,398,3,16,140
515,17,279,4,16,290
516,17,398,4,16,140
517,17,321,3,16,53
518,17,262,2,16,54
519,17,307,3,16,26
520,17,289,4,16,291
521,17,346,2,16,120
522,17,371,3,16,34
523,18,102,3,17,133
524,18,332,2,17,292
525,18,80,5,17,293
526,18,49,4,17,224
527,18,375,3,17,294
528,18,71,4,17,234
529,18,182,5,17,295
530,18,54,4,17,64
531,18,176,5,17,43
532,18,197,2,17,208
533,18,151,5,17,111
534,18,260,4,17,259
535,18,405,5,17,13
536,18,8,3,17,250
537,18,88,3,17,88
538,18,50,4,17,81
539,18,412,2,17,296
540,18,147,4,17,29
541,18,101,5,17,4
542,18,357,4,17,268
543,18,272,3,17,297
544,18,413,2,17,39
545,18,185,3,17,38
546,18,80,5,17,293
547,18,426,2,17,48
548,18,245,4,17,245
549,18,46,4,17,229
550,18,184,3,17,298
551,18,201,5,17,270
552,18,113,2,17,299
553,18,111,4,17,36
554,18,399,3,17,300
555,18,235,5,17,164
556,18,261,2,17,301
557,19,194,5,18,223
558,19,228,2,18,77
559,19,417,3,18,177
560,19,205,3,18,204
561,19,112,3,18,302
562,19,42,2,18,200
563,19,168,3,18,196
564,19,327,4,18,303
565,19,395,2,18,105
566,19,418,4,18,304
567,19,84,2,18,305
568,19,400,2,18,306
569,19,195,4,18,307
570,19,34,5,18,308
571,19,295,3,18,309
572,19,247,3,18,158
573,19,344,2,18,1
574,19,203,2,18,231
575,19,56,3,18,172
576,19,9,3,18,110
577,19,38,5,18,310
578,19,165,4,18,311
579,19,212,3,18,312
580,19,170,5,18,267
581,19,331,3,18,185
582,19,124,4,18,313
583,19,38,5,18,310
584,19,432,4,18,314
585,19,252,5,18,271
586,19,317,3,18,315
587,19,127,5,18,221
588,19,210,5,18,289
589,19,333,4,18,316
590,19,426,5,18,48
591,19,151,3,18,111
592,19,15,4,18,21
593,19,430,4,18,212
594,19,393,3,18,9
595,19,382,4,18,71
596,19,192,5,18,150
597,19,197,5,18,208
598,19,192,3,18,150
599,19,346,4,18,120
600,19,213,2,18,148
601,20,81,3,19,317
602,20,9,2,19,110
603,20,142,2,19,244
604,20,374,3,19,318
605,20,227,5,19,67
606,20,202,5,19,60
607,20,429,3,19,222
608,20,136,3,19,319
609,20,278,3,19,320
610,20,90,2,19,201
611,20,21,3,19,24
612,20,192,2,19,150
613,20,335,4,19,125
614,20,108,4,19,321
615,20,67,4,19,16
616,20,404,2,19,322
617,20,83,3,19,323
618,20,302,5,19,27
619,20,425,4,19,324
620,20,22,3,19,325
621,20,360,2,19,266
622,20,327,5,19,303
623,20,425,3,19,324
624,20,163,2,19,243
625,20,239,4,19,265
626,20,375,5,19,294
627,20,159,4,19,113
628,20,145,2,19,194
629,20,349,2,19,326
630,20,346,3,19,120
631,20,46,3,19,229
632,20,84,3,19,305
633,20,99,2,19,155
634,20,344,2,19,1
635,21,413,5,20,39
636,21,411,4,20,327
637,21,147,3,20,29
638,21,121,2,20,138
639,21,373,5,20,3
640,21,233,4,20,189
641,21,64,3,20,132
642,21,101,4,20,4
643,21,102,2,20,133
644,21,241,4,20,328
645,21,362,2,20,251
646,21,427,4,20,329
647,21,209,3,20,330
648,21,177,4,20,242
649,21,88,5,20,88
650,21,74,3,20,101
651,21,113,3,20,299
652,21,44,2,20,93
653,21,323,2,20,331
654,21,296,2,20,154
655,21,412,5,20,296
656,21,45,2,20,165
657,22,179,4,21,0
658,22,137,2,21,332
659,22,54,4,21,64
660,22,420,5,21,124
661,22,139,5,21,232
662,22,315,3,21,333
663,22,78,2,21,35
664,22,62,4,21,334
665,22,244,2,21,335
666,22,103,5,21,10
667,22,17,3,21,56
668,22,24,5,21,74
669,22,77,3,21,160
670,22,84,2,21,305
671,22,68,2,21,107
672,22,135,3,21,336
673,22,169,3,21,337
674,22,435,2,21,252
675,22,348,4,21,86
676,22,18,5,21,52
677,22,197,2,21,208
678,22,113,2,21,299
679,22,124,3,21,313
680,22,274,3,21,227
681,22,322,4,21,31
682,22,176,3,21,43
683,22,366,2,21,338
684,22,37,5,21,213
685,22,242,4,21,84
686,23,209,4,22,330
687,23,434,2,22,109
688,23,156,4,22,241
689,23,97,5,22,102
690,23,152,3,22,339
691,23,147,5,22,29
692,23,398,4,22,140
693,23,336,2,22,15
694,23,18,4,22,52
695,23,223,3,22,55
696,23,142,4,22,244
697,23,151,2,22,111
698,23,348,5,22,86
699,23,432,2,22,314
700,23,29,2,22,340
701,23,60,4,22,341
702,23,112,5,22,302
703,23,60,3,22,341
704,23,85,4,22,33
705,23,49,3,22,224
706,23,165,4,22,311
707,23,190,3,22,119
708,23,281,5,22,45
709,23,177,4,22,242
710,23,339,3,22,209
711,23,260,4,22,259
712,23,212,4,22,312
713,23,240,4,22,342
714,23,307,4,22,26
715,23,202,3,22,60
716,23,384,4,22,47
717,23,6,2,22,218
718,24,148,3,23,156
719,24,96,2,23,249
720,24,192,4,23,150
721,24,319,5,23,57
722,24,344,3,23,1
723,24,200,2,23,343
724,24,163,2,23,243
725,24,161,4,23,344
726,24,24,2,23,74
727,24,29,3,23,340
728,24,33,2,23,66
729,24,66,3,23,345
730,24,113,2,23,299
731,24,327,2,23,303
732,24,372,4,23,346
733,24,378,3,23,188
734,24,219,4,23,128
735,24,98,4,23,163
736,24,427,5,23,329
737,24,264,2,23,182
738,24,91,5,23,92
739,24,338,2,23,347
740,24,311,5,23,348
741,24,191,5,23,240
742,25,53,2,24,349
743,25,392,4,24,350
744,25,299,3,24,351
745,25,386,3,24,352
746,25,377,4,24,90
747,25,116,3,24,136
748,25,337,5,24,353
749,25,253,4,24,184
750,25,326,3,24,354
751,25,14,5,24,94
752,25,328,4,24,25
753,25,416,5,24,187
754,25,190,3,24,119
755,25,371,4,24,34
756,25,423,3,24,355
757,25,52,3,24,235
758,25,94,4,24,226
759,25,250,5,24,62
760,25,352,2,24,356
761,25,183,3,24,151
762,25,368,3,24,122
763,25,336,3,24,15
764,25,406,5,24,95
765,25,85,2,24,33
766,25,172,4,24,357
767,25,268,3,24,83
768,25,89,3,24,12
769,25,206,3,24,179
770,25,60,2,24,341
771,25,272,4,24,297
772,25,286,4,24,358
773,25,88,5,24,88
774,25,33,4,24,66
775,26,15,2,25,21
776,26,36,5,25,195
777,26,250,4,25,62
778,26,369,3,25,225
779,26,137,3,25,332
780,26,319,5,25,57
781,26,297,3,25,261
782,26,251,5,25,359
783,26,162,2,25,360
784,26,406,5,25,95
785,26,260,5,25,259
786,26,246,3,25,22
787,26,280,3,25,198
788,26,356,3,25,361
789,26,167,5,25,46
790,26,4,3,25,89
791,26,14,5,25,94
792,26,422,3,25,237
793,26,93,3,25,362
794,26,211,2,25,180
795,26,83,5,25,323
796,26,148,5,25,156
797,26,15,2,25,21
798,26,239,3,25,265
799,26,49,3,25,224
800,26,421,5,25,59
801,26,300,4,25,106
802,26,323,5,25,331
803,26,203,3,25,231
804,26,275,5,25,167
805,26,208,4,25,11
806,26,53,5,25,349
807,26,160,4,25,363
808,26,125,5,25,364
809,26,173,4,25,166
810,27,308,4,26,288
811,27,185,3,26,38
812,27,393,3,26,9
813,27,103,5,26,10
814,27,181,5,26,281
815,27,78,3,26,35
816,27,121,3,26,138
817,27,316,4,26,365
818,27,283,2,26,61
819,27,374,4,26,318
820,27,369,4,26,225
821,27,311,3,26,348
822,27,48,3,26,28
823,27,225,5,26,192
824,27,123,5,26,366
825,27,81,2,26,317
826,27,174,2,26,367
827,27,116,5,26,136
828,27,338,3,26,347
829,27,221,2,26,368
830,27,295,3,26,309
831,27,96,2,26,249
832,27,408,2,26,369
833,27,389,5,26,40
834,27,390,4,26,49
835,27,92,3,26,131
836,27,212,5,26,312
837,27,263,2,26,370
838,27,95,2,26,190
839,27,75,5,26,202
840,27,221,4,26,368
841,27,302,3,26,27
842,27,333,2,26,316
843,27,95,4,26,190
844,27,158,3,26,161
845,27,182,3,26,295
846,27,70,4,26,65
847,27,46,3,26,229
848,27,183,3,26,151
849,28,297,5,27,261
850,28,158,2,27,161
851,28,344,4,27,1
852,28,163,5,27,243
853,28,399,5,27,300
854,28,336,3,27,15
855,28,74,4,27,101
856,28,96,4,27,249
857,28,358,4,27,371
858,28,382,4,27,71
859,28,28,2,27,181
860,28,416,4,27,187
861,28,143,5,27,117
862,28,353,5,27,372
863,28,212,3,27,312
864,28,288,2,27,283
865,28,401,4,27,373
866,28,165,2,27,311
867,28,82,2,27,85
868,28,417,4,27,177
869,28,83,5,27,323
870,28,359,3,27,137
871,28,131,5,27,70
872,28,283,5,27,61
873,28,92,5,27,131
874,28,16,4,27,277
875,28,190,4,27,119
876,28,60,4,27,341
877,28,286,5,27,358
878,28,364,3,27,374
879,28,215,5,27,375
880,28,90,3,27,201
881,28,110,5,27,376
882,28,357,3,27,268
883,28,269,4,27,147
884,28,398,2,27,140
885,28,168,4,27,196
886,28,201,2,27,270
887,28,228,4,27,77
888,28,312,5,27,5
889,28,397,5,27,114
890,29,144,5,28,377
891,29,168,3,28,196
892,29,114,2,28,239
893,29,202,3,28,60
894,29,322,5,28,31
895,29,38,4,28,310
896,29,40,5,28,378
897,29,267,5,28,171
898,29,328,5,28,25
899,29,174,3,28,367
900,29,41,4,28,14
901,29,28,2,28,181
902,29,68,5,28,107
903,29,32,3,28,287
904,29,291,2,28,379
905,29,95,3,28,190
906,29,402,5,28,175
907,29,213,3,28,148
908,29,193,2,28,72
909,29,397,4,28,114
910,29,298,2,28,142
911,29,246,3,28,22
912,29,386,4,28,352
913,29,41,3,28,14
914,29,19,3,28,278
915,29,124,2,28,313
916,29,104,3,28,73
917,29,300,4,28,106
918,29,342,5,28,256
919,29,429,3,28,222
920,29,62,3,28,334
921,29,123,3,28,366
922,29,266,2,28,130
923,29,418,4,28,304
924,30,272,2,29,297
925,30,434,3,29,109
926,30,323,3,29,331
927,30,294,2,29,99
928,30,164,4,29,170
929,30,373,2,29,3
930,30,200,5,29,343
931,30,2,2,29,30
932,30,431,4,29,380
933,30,207,2,29,262
934,30,317,3,29,315
935,30,196,5,29,176
936,30,71,4,29,234
937,30,373,3,29,3
938,30,45,3,29,165
939,30,120,2,29,381
940,30,83,2,29,323
941,30,76,2,29,19
942,30,216,4,29,382
943,30,400,4,29,306
944,30,219,2,29,128
945,30,172,2,29,357
946,30,323,4,29,331
947,30,269,3,29,147
948,30,313,5,29,383
949,30,157,5,29,384
950,30,263,2,29,370
951,30,282,5,29,385
952,30,237,2,29,78
953,30,346,3,29,120
954,30,236,5,29,199
955,30,377,5,29,90
956,30,277,2,29,255
957,30,118,5,29,63
958,30,226,4,29,211
959,31,200,5,30,343
960,31,385,4,30,139
961,31,378,4,30,188
962,31,84,5,30,305
963,31,37,2,30,213
964,31,291,2,30,379
965,31,231,5,30,386
966,31,43,3,30,91
967,31,177,5,30,242
968,31,101,2,30,4
969,31,324,2,30,387
970,31,328,3,30,25
971,31,105,3,30,42
972,31,329,3,30,388
973,31,107,5,30,37
974,31,86,3,30,68
975,31,94,4,30,226
976,31,251,2,30,359
977,31,345,2,30,389
978,31,110,2,30,376
979,31,300,5,30,106
980,31,374,5,30,318
981,31,6,2,30,218
982,31,191,2,30,240
983,31,130,2,30,169
984,31,39,3,30,390
985,31,238,4,30,174
986,31,322,2,30,31
987,31,102,3,30,133
988,31,409,2,30,87
989,31,126,5,30,149
990,31,187,3,30,260
991,31,244,4,30,335
992,31,215,3,30,375
993,31,327,2,30,303
994,31,229,2,30,97
995,31,273,5,30,391
996,31,142,3,30,244
997,31,397,4,30,114
998,31,402,2,30,175
999,31,267,4,30,171
1000,32,246,4,31,22
1001,32,367,3,31,50
1002,32,407,3,31,44
1003,32,297,3,31,261
1004,32,418,2,31,304
1005,32,322,3,31,31
1006,32,298,5,31,142
1007,32,77,2,31,160
1008,32,433,3,31,123
1009,32,236,3,31,199
1010,32,362,5,31,251
1011,32,200,4,31,343
1012,32,62,3,31,334
1013,32,279,4,31,290
1014,32,54,2,31,64
1015,32,312,5,31,5
1016,32,359,3,31,137
1017,32,166,2,31,51
1018,32,282,5,31,385
1019,32,76,3,31,19
1020,32,374,4,31,318
1021,32,147,2,31,29
1022,32,402,5,31,175
1023,32,256,3,31,280
1024,32,62,3,31,334
1025,32,122,4,31,392
1026,32,323,4,31,331
1027,32,336,5,31,15
1028,32,328,3,31,25
1029,32,357,2,31,268
1030,32,79,3,31,393
1031,32,141,2,31,233
1032,32,344,3,31,1
1033,32,241,4,31,328
1034,33,129,2,32,152
1035,33,134,4,32,76
1036,33,150,5,32,219
1037,33,145,3,32,194
1038,33,388,2,32,394
1039,33,337,4,32,353
1040,33,78,4,32,35
1041,33,416,3,32,187
1042,33,39,5,32,390
1043,33,275,4,32,167
1044,33,38,2,32,310
1045,33,84,2,32,305
1046,33,303,3,32,153
1047,33,74,5,32,101
1048,33,268,3,32,83
1049,33,264,2,32,182
1050,33,369,3,32,225
1051,33,416,5,32,187
1052,33,122,2,32,392
1053,33,384,2,32,47
1054,33,113,3,32,299
1055,33,213,2,32,148
1056,33,265,4,32,23
1057,33,416,5,32,187
1058,33,429,2,32,222
1059,33,136,5,32,319
1060,33,8,4,32,250
1061,33,75,2,32,202
1062,33,324,3,32,387
1063,33,236,5,32,199
1064,33,34,3,32,308
1065,33,36,2,32,195
1066,33,435,4,32,252
1067,33,23,3,32,32
1068,33,296,2,32,154
1069,33,134,5,32,76
1070,33,61,4,32,112
1071,33,304,3,32,178
1072,33,224,2,32,144
1073,34,16,5,33,277
1074,34,341,3,33,193
1075,34,341,3,33,193
1076,34,247,4,33,158
1077,34,183,3,33,151
1078,34,230,4,33,207
1079,34,103,3,33,10
1080,34,174,2,33,367
1081,34,423,3,33,355
1082,34,266,3,33,130
1083,34,190,4,33,119
1084,34,342,4,33,256
1085,34,303,3,33,153
1086,34,204,4,33,191
1087,34,281,3,33,45
1088,34,230,4,33,207
1089,34,120,2,33,381
1090,34,261,3,33,301
1091,34,197,3,33,208
1092,34,190,3,33,119
1093,34,24,4,33,74
1094,34,46,5,33,229
1095,34,176,4,33,43
1096,34,433,4,33,123
1097,34,16,5,33,277
1098,35,380,5,34,395
1099,35,60,3,34,341
1100,35,301,4,34,116
1101,35,126,3,34,149
1102,35,316,2,34,365
1103,35,39,2,34,390
1104,35,426,2,34,48
1105,35,188,3,34,186
1106,35,330,3,34,284
1107,35,318,2,34,279
1108,35,158,2,34,161
1109,35,402,5,34,175
1110,35,328,4,34,25
1111,35,344,4,34,1
1112,35,279,5,34,290
1113,35,395,2,34,105
1114,35,304,2,34,178
1115,35,336,2,34,15
1116,35,5,4,34,2
1117,35,113,3,34,299
1118,35,241,2,34,328
1119,35,82,5,34,85
1120,35,308,4,34,288
1121,35,136,3,34,319
1122,35,330,4,34,284
1123,35,343,2,34,396
1124,35,319,4,34,57
1125,35,185,2,34,38
1126,35,188,2,34,186
1127,35,372,4,34,346
1128,35,254,5,34,397
1129,36,128,4,35,75
1130,36,379,4,35,145
1131,36,162,3,35,360
1132,36,43,4,35,91
1133,36,117,5,35,398
1134,36,315,3,35,333
1135,36,216,2,35,382
1136,36,32,5,35,287
1137,36,250,2,35,62
1138,36,95,2,35,190
1139,36,68,2,35,107
1140,36,4,2,35,89
1141,36,214,5,35,238
1142,36,385,2,35,139
1143,36,133,3,35,399
1144,36,23,5,35,32
1145,36,1,4,35,400
1146,36,181,3,35,281
1147,36,138,4,35,103
1148,36,136,3,35,319
1149,36,172,5,35,357
